"","Variable","date","Value","station"
"9554","NH4F","03/16/2012",0.03861,"wqbmhnut  "
"9555","NH4F","03/17/2012",0.0418,"wqbmhnut  "
"9556","NH4F","04/11/2012",0.05335,"wqbmhnut  "
"9557","NH4F","04/12/2012",0.04553333,"wqbmhnut  "
"9558","NH4F","05/22/2012",0.056425,"wqbmhnut  "
"9559","NH4F","05/23/2012",0.053,"wqbmhnut  "
"9560","NH4F","06/11/2012",0.01932222,"wqbmhnut  "
"9561","NH4F","06/12/2012",0.01904,"wqbmhnut  "
"9562","NH4F","07/09/2012",0.01906667,"wqbmhnut  "
"9563","NH4F","07/10/2012",0.01784,"wqbmhnut  "
"9564","NH4F","08/23/2012",0.01323,"wqbmhnut  "
"9565","NH4F","08/24/2012",0.012525,"wqbmhnut  "
"9566","NH4F","09/19/2012",0.0113,"wqbmhnut  "
"9567","NH4F","09/20/2012",0.01324444,"wqbmhnut  "
"9568","NH4F","10/22/2012",0.0155,"wqbmhnut  "
"9569","NH4F","10/23/2012",0.02467143,"wqbmhnut  "
"9570","NH4F","10/24/2012",0.01142,"wqbmhnut  "
"9571","NH4F","11/05/2012",0.04791667,"wqbmhnut  "
"9572","NH4F","11/06/2012",0.0537875,"wqbmhnut  "
"9573","NH4F","12/06/2012",0.01404444,"wqbmhnut  "
"9574","NH4F","12/07/2012",0.01998,"wqbmhnut  "
"9575","NO23F","01/17/2012",0.007628571,"wqbmhnut  "
"9576","NO23F","01/18/2012",0.01114286,"wqbmhnut  "
"9577","NO23F","02/21/2012",0.1196222,"wqbmhnut  "
"9578","NO23F","02/22/2012",0.11628,"wqbmhnut  "
"9579","NO23F","03/16/2012",0.07914,"wqbmhnut  "
"9580","NO23F","03/17/2012",0.1172,"wqbmhnut  "
"9581","NO23F","04/11/2012",0.1085625,"wqbmhnut  "
"9582","NO23F","04/12/2012",0.1304333,"wqbmhnut  "
"9583","NO23F","05/22/2012",0.0407,"wqbmhnut  "
"9584","NO23F","05/23/2012",0.04033333,"wqbmhnut  "
"9585","NO23F","06/11/2012",0.02897778,"wqbmhnut  "
"9586","NO23F","06/12/2012",0.02976,"wqbmhnut  "
"9587","NO23F","07/09/2012",0.03485556,"wqbmhnut  "
"9588","NO23F","07/10/2012",0.02952,"wqbmhnut  "
"9589","NO23F","08/23/2012",0.03673,"wqbmhnut  "
"9590","NO23F","08/24/2012",0.031625,"wqbmhnut  "
"9591","NO23F","09/19/2012",0.03664,"wqbmhnut  "
"9592","NO23F","09/20/2012",0.03727778,"wqbmhnut  "
"9593","NO23F","10/22/2012",0.00885,"wqbmhnut  "
"9594","NO23F","10/23/2012",0.01048571,"wqbmhnut  "
"9595","NO23F","10/24/2012",0.0153,"wqbmhnut  "
"9596","NO23F","11/05/2012",0.0249,"wqbmhnut  "
"9597","NO23F","11/06/2012",0.02185,"wqbmhnut  "
"9598","NO23F","12/06/2012",0.008022222,"wqbmhnut  "
"9599","NO23F","12/07/2012",0.01184,"wqbmhnut  "
"9600","PO4F","01/17/2012",0.0435,"wqbmhnut  "
"9601","PO4F","01/18/2012",0.037,"wqbmhnut  "
"9602","PO4F","02/21/2012",0.03091111,"wqbmhnut  "
"9603","PO4F","02/22/2012",0.0295,"wqbmhnut  "
"9604","PO4F","03/16/2012",0.03087,"wqbmhnut  "
"9605","PO4F","03/17/2012",0.03,"wqbmhnut  "
"9606","PO4F","04/11/2012",0.0437625,"wqbmhnut  "
"9607","PO4F","04/12/2012",0.04646667,"wqbmhnut  "
"9608","PO4F","05/22/2012",0.0479625,"wqbmhnut  "
"9609","PO4F","05/23/2012",0.04608333,"wqbmhnut  "
"9610","PO4F","06/11/2012",0.03473333,"wqbmhnut  "
"9611","PO4F","06/12/2012",0.04282,"wqbmhnut  "
"9612","PO4F","07/09/2012",0.05267778,"wqbmhnut  "
"9613","PO4F","07/10/2012",0.05042,"wqbmhnut  "
"9614","PO4F","08/23/2012",0.06639,"wqbmhnut  "
"9615","PO4F","08/24/2012",0.07065,"wqbmhnut  "
"9616","PO4F","09/19/2012",0.0614,"wqbmhnut  "
"9617","PO4F","09/20/2012",0.06142222,"wqbmhnut  "
"9618","PO4F","10/22/2012",0.0401,"wqbmhnut  "
"9619","PO4F","10/23/2012",0.03082857,"wqbmhnut  "
"9620","PO4F","10/24/2012",0.05052,"wqbmhnut  "
"9621","PO4F","11/05/2012",0.05513333,"wqbmhnut  "
"9622","PO4F","11/06/2012",0.05,"wqbmhnut  "
"9623","PO4F","12/06/2012",0.0419,"wqbmhnut  "
"9624","PO4F","12/07/2012",0.03728,"wqbmhnut  "
"9625","CHLA_N","01/16/2013",2.666667,"wqbmhnut  "
"9626","CHLA_N","01/17/2013",2.975,"wqbmhnut  "
"9627","CHLA_N","02/03/2013",3.114286,"wqbmhnut  "
"9628","CHLA_N","02/04/2013",2.971429,"wqbmhnut  "
"9629","CHLA_N","03/04/2013",6.483333,"wqbmhnut  "
"9630","CHLA_N","03/05/2013",6.8375,"wqbmhnut  "
"9631","CHLA_N","04/15/2013",0.5,"wqbmhnut  "
"9632","CHLA_N","04/16/2013",0.81,"wqbmhnut  "
"9633","CHLA_N","05/13/2013",1.857143,"wqbmhnut  "
"9634","CHLA_N","05/14/2013",1.971429,"wqbmhnut  "
"9635","CHLA_N","06/10/2013",2.814286,"wqbmhnut  "
"9636","CHLA_N","06/11/2013",2.4,"wqbmhnut  "
"9637","CHLA_N","06/12/2013",1.85,"wqbmhnut  "
"9638","CHLA_N","07/24/2013",2.642857,"wqbmhnut  "
"9639","CHLA_N","07/25/2013",4.042857,"wqbmhnut  "
"9640","CHLA_N","08/13/2013",4.055556,"wqbmhnut  "
"9641","CHLA_N","08/14/2013",3.84,"wqbmhnut  "
"9642","CHLA_N","09/10/2013",2.65,"wqbmhnut  "
"9643","CHLA_N","09/11/2013",2.375,"wqbmhnut  "
"9644","CHLA_N","12/10/2013",0.8,"wqbmhnut  "
"9645","NH4F","01/16/2013",0.00575,"wqbmhnut  "
"9646","NH4F","01/17/2013",0.013725,"wqbmhnut  "
"9647","NH4F","02/03/2013",0.005957143,"wqbmhnut  "
"9648","NH4F","02/04/2013",0.0046,"wqbmhnut  "
"9649","NH4F","03/04/2013",0.01078333,"wqbmhnut  "
"9650","NH4F","03/05/2013",0.0094875,"wqbmhnut  "
"9651","NH4F","04/15/2013",0.064375,"wqbmhnut  "
"9652","NH4F","04/16/2013",0.06113,"wqbmhnut  "
"9653","NH4F","05/13/2013",0.08058571,"wqbmhnut  "
"9654","NH4F","05/14/2013",0.06411429,"wqbmhnut  "
"9655","NH4F","06/10/2013",0.05922857,"wqbmhnut  "
"9656","NH4F","06/11/2013",0.04886,"wqbmhnut  "
"9657","NH4F","06/12/2013",0.04895,"wqbmhnut  "
"9658","NH4F","07/24/2013",0.05438571,"wqbmhnut  "
"9659","NH4F","07/25/2013",0.08944286,"wqbmhnut  "
"9660","NH4F","08/13/2013",0.08801111,"wqbmhnut  "
"9661","NH4F","08/14/2013",0.04864,"wqbmhnut  "
"9662","NH4F","09/10/2013",0.07595,"wqbmhnut  "
"9663","NH4F","09/11/2013",0.05825,"wqbmhnut  "
"9664","NH4F","10/24/2013",0.0285,"wqbmhnut  "
"9665","NH4F","11/12/2013",0.02525,"wqbmhnut  "
"9666","NH4F","12/10/2013",0.026,"wqbmhnut  "
"9667","NO23F","01/16/2013",0.07136667,"wqbmhnut  "
"9668","NO23F","01/17/2013",0.025325,"wqbmhnut  "
"9669","NO23F","02/03/2013",0.02897143,"wqbmhnut  "
"9670","NO23F","02/04/2013",0.0677,"wqbmhnut  "
"9671","NO23F","03/04/2013",0.04548333,"wqbmhnut  "
"9672","NO23F","03/05/2013",0.078475,"wqbmhnut  "
"9673","NO23F","04/15/2013",0.0022,"wqbmhnut  "
"9674","NO23F","04/16/2013",0.00904,"wqbmhnut  "
"9675","NO23F","05/13/2013",0.0022,"wqbmhnut  "
"9676","NO23F","05/14/2013",0.005057143,"wqbmhnut  "
"9677","NO23F","06/10/2013",0.0033,"wqbmhnut  "
"9678","NO23F","06/11/2013",0.0022,"wqbmhnut  "
"9679","NO23F","06/12/2013",0.0022,"wqbmhnut  "
"9680","NO23F","07/24/2013",0.01154286,"wqbmhnut  "
"9681","NO23F","07/25/2013",0.0096,"wqbmhnut  "
"9682","NO23F","08/13/2013",0.01902222,"wqbmhnut  "
"9683","NO23F","08/14/2013",0.01086,"wqbmhnut  "
"9684","NO23F","09/10/2013",0.01233333,"wqbmhnut  "
"9685","NO23F","09/11/2013",0.0122375,"wqbmhnut  "
"9686","NO23F","10/24/2013",0.00355,"wqbmhnut  "
"9687","NO23F","11/12/2013",0.00235,"wqbmhnut  "
"9688","NO23F","12/10/2013",0.00755,"wqbmhnut  "
"9689","PO4F","01/16/2013",0.02415,"wqbmhnut  "
"9690","PO4F","01/17/2013",0.0255875,"wqbmhnut  "
"9691","PO4F","02/03/2013",0.02584286,"wqbmhnut  "
"9692","PO4F","02/04/2013",0.02612857,"wqbmhnut  "
"9693","PO4F","03/04/2013",0.02566667,"wqbmhnut  "
"9694","PO4F","03/05/2013",0.0260875,"wqbmhnut  "
"9695","PO4F","04/15/2013",0.05215,"wqbmhnut  "
"9696","PO4F","04/16/2013",0.05318,"wqbmhnut  "
"9697","PO4F","05/13/2013",0.05922857,"wqbmhnut  "
"9698","PO4F","05/14/2013",0.05891429,"wqbmhnut  "
"9699","PO4F","06/10/2013",0.05921429,"wqbmhnut  "
"9700","PO4F","06/11/2013",0.05478,"wqbmhnut  "
"9701","PO4F","06/12/2013",0.0564,"wqbmhnut  "
"9702","PO4F","07/24/2013",0.03645714,"wqbmhnut  "
"9703","PO4F","07/25/2013",0.03321429,"wqbmhnut  "
"9704","PO4F","08/13/2013",0.03695556,"wqbmhnut  "
"9705","PO4F","08/14/2013",0.03524,"wqbmhnut  "
"9706","PO4F","09/10/2013",0.03691667,"wqbmhnut  "
"9707","PO4F","09/11/2013",0.03685,"wqbmhnut  "
"9708","PO4F","10/24/2013",0.00665,"wqbmhnut  "
"9709","PO4F","11/12/2013",0.0221,"wqbmhnut  "
"9710","PO4F","12/10/2013",0.0111,"wqbmhnut  "
"9711","CHLA_N","05/21/2014",2.8,"wqbmhnut  "
"9712","CHLA_N","05/22/2014",2.4,"wqbmhnut  "
"9713","CHLA_N","06/17/2014",4.2,"wqbmhnut  "
"9714","CHLA_N","06/18/2014",3.716667,"wqbmhnut  "
"9715","CHLA_N","07/07/2014",3.422222,"wqbmhnut  "
"9716","CHLA_N","07/08/2014",3.12,"wqbmhnut  "
"9717","CHLA_N","08/05/2014",2.32,"wqbmhnut  "
"9718","CHLA_N","09/03/2014",3.411111,"wqbmhnut  "
"9719","CHLA_N","09/04/2014",2.52,"wqbmhnut  "
"9720","CHLA_N","10/14/2014",1.877778,"wqbmhnut  "
"9721","CHLA_N","10/15/2014",2.1,"wqbmhnut  "
"9722","CHLA_N","11/18/2014",3.666667,"wqbmhnut  "
"9723","CHLA_N","11/19/2014",4.2125,"wqbmhnut  "
"9724","CHLA_N","12/02/2014",1.6,"wqbmhnut  "
"9725","CHLA_N","12/03/2014",1.416667,"wqbmhnut  "
"9726","NH4F","05/21/2014",0.03042857,"wqbmhnut  "
"9727","NH4F","05/22/2014",0.02271429,"wqbmhnut  "
"9728","NH4F","06/17/2014",0.004375,"wqbmhnut  "
"9729","NH4F","06/18/2014",0.0065,"wqbmhnut  "
"9730","NH4F","07/07/2014",0.009888889,"wqbmhnut  "
"9731","NH4F","07/08/2014",0.0136,"wqbmhnut  "
"9732","NH4F","08/04/2014",0.01877778,"wqbmhnut  "
"9733","NH4F","08/05/2014",0.0196,"wqbmhnut  "
"9734","NH4F","09/03/2014",0.016,"wqbmhnut  "
"9735","NH4F","09/04/2014",0.0184,"wqbmhnut  "
"9736","NH4F","10/14/2014",0.02,"wqbmhnut  "
"9737","NH4F","10/15/2014",0.0212,"wqbmhnut  "
"9738","NH4F","11/18/2014",0.01133333,"wqbmhnut  "
"9739","NH4F","11/19/2014",0.011375,"wqbmhnut  "
"9740","NH4F","12/02/2014",0.01,"wqbmhnut  "
"9741","NH4F","12/03/2014",0.008666667,"wqbmhnut  "
"9742","NO23F","05/21/2014",0.004,"wqbmhnut  "
"9743","NO23F","05/22/2014",0.002142857,"wqbmhnut  "
"9744","NO23F","06/17/2014",0.00275,"wqbmhnut  "
"9745","NO23F","06/18/2014",0.004833333,"wqbmhnut  "
"9746","NO23F","07/07/2014",0.002333333,"wqbmhnut  "
"9747","NO23F","07/08/2014",0.004,"wqbmhnut  "
"9748","NO23F","08/04/2014",0.001777778,"wqbmhnut  "
"9749","NO23F","08/05/2014",0.0012,"wqbmhnut  "
"9750","NO23F","09/03/2014",0.001888889,"wqbmhnut  "
"9751","NO23F","09/04/2014",0.0012,"wqbmhnut  "
"9752","NO23F","10/14/2014",0.01177778,"wqbmhnut  "
"9753","NO23F","10/15/2014",0.013,"wqbmhnut  "
"9754","NO23F","11/18/2014",0.01316667,"wqbmhnut  "
"9755","NO23F","11/19/2014",0.013,"wqbmhnut  "
"9756","NO23F","12/02/2014",0.018125,"wqbmhnut  "
"9757","NO23F","12/03/2014",0.01266667,"wqbmhnut  "
"9758","PO4F","05/21/2014",0.003142857,"wqbmhnut  "
"9759","PO4F","05/22/2014",0.003285714,"wqbmhnut  "
"9760","PO4F","06/17/2014",0.01175,"wqbmhnut  "
"9761","PO4F","06/18/2014",0.01333333,"wqbmhnut  "
"9762","PO4F","07/07/2014",0.01433333,"wqbmhnut  "
"9763","PO4F","07/08/2014",0.0138,"wqbmhnut  "
"9764","PO4F","08/04/2014",0.01877778,"wqbmhnut  "
"9765","PO4F","08/05/2014",0.0214,"wqbmhnut  "
"9766","PO4F","09/03/2014",0.01277778,"wqbmhnut  "
"9767","PO4F","09/04/2014",0.0134,"wqbmhnut  "
"9768","PO4F","10/14/2014",0.02077778,"wqbmhnut  "
"9769","PO4F","10/15/2014",0.0336,"wqbmhnut  "
"9770","PO4F","11/18/2014",0.02116667,"wqbmhnut  "
"9771","PO4F","11/19/2014",0.023625,"wqbmhnut  "
"9772","PO4F","12/02/2014",0.018375,"wqbmhnut  "
"9773","PO4F","12/03/2014",0.01866667,"wqbmhnut  "
"9774","CHLA_N","02/25/2015",4.988889,"wqbmhnut  "
"9775","CHLA_N","02/26/2015",5.36,"wqbmhnut  "
"9776","CHLA_N","03/10/2015",4.2125,"wqbmhnut  "
"9777","CHLA_N","03/11/2015",4.533333,"wqbmhnut  "
"9778","CHLA_N","04/13/2015",11.36667,"wqbmhnut  "
"9779","CHLA_N","04/14/2015",21.14,"wqbmhnut  "
"9780","CHLA_N","05/26/2015",2.628571,"wqbmhnut  "
"9781","CHLA_N","05/27/2015",2.514286,"wqbmhnut  "
"9782","CHLA_N","06/09/2015",3.585714,"wqbmhnut  "
"9783","CHLA_N","06/10/2015",3.514286,"wqbmhnut  "
"9784","CHLA_N","07/07/2015",4.4,"wqbmhnut  "
"9785","CHLA_N","07/08/2015",3.5,"wqbmhnut  "
"9786","CHLA_N","08/04/2015",2.35,"wqbmhnut  "
"9787","CHLA_N","08/05/2015",2.383333,"wqbmhnut  "
"9788","CHLA_N","09/22/2015",2.911111,"wqbmhnut  "
"9789","CHLA_N","09/23/2015",2.18,"wqbmhnut  "
"9790","CHLA_N","10/20/2015",2.871429,"wqbmhnut  "
"9791","CHLA_N","10/21/2015",1.7,"wqbmhnut  "
"9792","CHLA_N","11/03/2015",1.5,"wqbmhnut  "
"9793","CHLA_N","11/04/2015",1.357143,"wqbmhnut  "
"9794","CHLA_N","12/01/2015",1.266667,"wqbmhnut  "
"9795","CHLA_N","12/02/2015",1.12,"wqbmhnut  "
"9796","NH4F","02/25/2015",0.02088889,"wqbmhnut  "
"9797","NH4F","02/26/2015",0.016,"wqbmhnut  "
"9798","NH4F","03/10/2015",0.0115,"wqbmhnut  "
"9799","NH4F","03/11/2015",0.01183333,"wqbmhnut  "
"9800","NH4F","04/13/2015",0.007555556,"wqbmhnut  "
"9801","NH4F","04/14/2015",0.0054,"wqbmhnut  "
"9802","NH4F","05/26/2015",0.02242857,"wqbmhnut  "
"9803","NH4F","05/27/2015",0.02328571,"wqbmhnut  "
"9804","NH4F","06/09/2015",0.01557143,"wqbmhnut  "
"9805","NH4F","06/10/2015",0.016,"wqbmhnut  "
"9806","NH4F","07/07/2015",0.009714286,"wqbmhnut  "
"9807","NH4F","07/08/2015",0.01642857,"wqbmhnut  "
"9808","NH4F","08/04/2015",0.02,"wqbmhnut  "
"9809","NH4F","08/05/2015",0.02916667,"wqbmhnut  "
"9810","NH4F","09/22/2015",0.01477778,"wqbmhnut  "
"9811","NH4F","09/23/2015",0.019,"wqbmhnut  "
"9812","NH4F","10/20/2015",0.02314286,"wqbmhnut  "
"9813","NH4F","10/21/2015",0.032,"wqbmhnut  "
"9814","NH4F","11/03/2015",0.02742857,"wqbmhnut  "
"9815","NH4F","11/04/2015",0.03057143,"wqbmhnut  "
"9816","NH4F","12/01/2015",0.01888889,"wqbmhnut  "
"9817","NH4F","12/02/2015",0.016,"wqbmhnut  "
"9818","NO23F","02/25/2015",0.02577778,"wqbmhnut  "
"9819","NO23F","02/26/2015",0.0114,"wqbmhnut  "
"9820","NO23F","03/10/2015",0.019375,"wqbmhnut  "
"9821","NO23F","03/11/2015",0.01466667,"wqbmhnut  "
"9822","NO23F","04/13/2015",0.001555556,"wqbmhnut  "
"9823","NO23F","04/14/2015",0.0022,"wqbmhnut  "
"9824","NO23F","05/26/2015",0.001,"wqbmhnut  "
"9825","NO23F","05/27/2015",0.002428571,"wqbmhnut  "
"9826","NO23F","06/09/2015",0.009428571,"wqbmhnut  "
"9827","NO23F","06/10/2015",0.007428571,"wqbmhnut  "
"9828","NO23F","07/07/2015",0.001142857,"wqbmhnut  "
"9829","NO23F","07/08/2015",0.001285714,"wqbmhnut  "
"9830","NO23F","08/04/2015",0.00625,"wqbmhnut  "
"9831","NO23F","08/05/2015",0.005,"wqbmhnut  "
"9832","NO23F","09/22/2015",0.003,"wqbmhnut  "
"9833","NO23F","09/23/2015",0.0044,"wqbmhnut  "
"9834","NO23F","10/20/2015",0.006857143,"wqbmhnut  "
"9835","NO23F","10/21/2015",0.004285714,"wqbmhnut  "
"9836","NO23F","11/03/2015",0.008428571,"wqbmhnut  "
"9837","NO23F","11/04/2015",0.008285714,"wqbmhnut  "
"9838","NO23F","12/01/2015",0.01277778,"wqbmhnut  "
"9839","NO23F","12/02/2015",0.009,"wqbmhnut  "
"9840","PO4F","02/25/2015",0.006111111,"wqbmhnut  "
"9841","PO4F","02/26/2015",0.006,"wqbmhnut  "
"9842","PO4F","03/10/2015",0.005375,"wqbmhnut  "
"9843","PO4F","03/11/2015",0.007166667,"wqbmhnut  "
"9844","PO4F","04/13/2015",0.004,"wqbmhnut  "
"9845","PO4F","04/14/2015",0.0044,"wqbmhnut  "
"9846","PO4F","05/26/2015",0.007,"wqbmhnut  "
"9847","PO4F","05/27/2015",0.008285714,"wqbmhnut  "
"9848","PO4F","06/09/2015",0.01,"wqbmhnut  "
"9849","PO4F","06/10/2015",0.01171429,"wqbmhnut  "
"9850","PO4F","07/07/2015",0.01457143,"wqbmhnut  "
"9851","PO4F","07/08/2015",0.019,"wqbmhnut  "
"9852","PO4F","08/04/2015",0.020375,"wqbmhnut  "
"9853","PO4F","08/05/2015",0.02283333,"wqbmhnut  "
"9854","PO4F","09/22/2015",0.01677778,"wqbmhnut  "
"9855","PO4F","09/23/2015",0.0162,"wqbmhnut  "
"9856","PO4F","10/20/2015",0.02242857,"wqbmhnut  "
"9857","PO4F","10/21/2015",0.024,"wqbmhnut  "
"9858","PO4F","11/03/2015",0.01885714,"wqbmhnut  "
"9859","PO4F","11/04/2015",0.01885714,"wqbmhnut  "
"9860","PO4F","12/01/2015",0.01266667,"wqbmhnut  "
"9861","PO4F","12/02/2015",0.0112,"wqbmhnut  "
"9862","CHLA_N","01/05/2016",1.75,"wqbmhnut  "
"9863","CHLA_N","01/06/2016",1.483333,"wqbmhnut  "
"9864","CHLA_N","02/02/2016",4.2,"wqbmhnut  "
"9865","CHLA_N","02/03/2016",5.52,"wqbmhnut  "
"9866","CHLA_N","03/01/2016",5.788889,"wqbmhnut  "
"9867","CHLA_N","03/02/2016",6.26,"wqbmhnut  "
"9868","CHLA_N","04/12/2016",2.857143,"wqbmhnut  "
"9869","CHLA_N","04/13/2016",2.057143,"wqbmhnut  "
"9870","CHLA_N","05/10/2016",4.6625,"wqbmhnut  "
"9871","CHLA_N","05/11/2016",2.283333,"wqbmhnut  "
"9872","CHLA_N","06/13/2016",3.228571,"wqbmhnut  "
"9873","CHLA_N","06/14/2016",3.042857,"wqbmhnut  "
"9874","CHLA_N","07/12/2016",3.222222,"wqbmhnut  "
"9875","CHLA_N","07/13/2016",2.76,"wqbmhnut  "
"9876","CHLA_N","08/09/2016",3.677778,"wqbmhnut  "
"9877","CHLA_N","08/10/2016",2.82,"wqbmhnut  "
"9878","CHLA_N","09/07/2016",3.333333,"wqbmhnut  "
"9879","CHLA_N","09/08/2016",2.74,"wqbmhnut  "
"9880","CHLA_N","10/11/2016",1.7625,"wqbmhnut  "
"9881","CHLA_N","10/12/2016",1.783333,"wqbmhnut  "
"9882","CHLA_N","11/08/2016",1.433333,"wqbmhnut  "
"9883","CHLA_N","11/09/2016",1.44,"wqbmhnut  "
"9884","CHLA_N","12/06/2016",1.771429,"wqbmhnut  "
"9885","NH4F","01/05/2016",0.012125,"wqbmhnut  "
"9886","NH4F","01/06/2016",0.01283333,"wqbmhnut  "
"9887","NH4F","02/02/2016",0.013,"wqbmhnut  "
"9888","NH4F","02/03/2016",0.0094,"wqbmhnut  "
"9889","NH4F","03/01/2016",0.01522222,"wqbmhnut  "
"9890","NH4F","03/02/2016",0.014,"wqbmhnut  "
"9891","NH4F","04/12/2016",0.01014286,"wqbmhnut  "
"9892","NH4F","04/13/2016",0.01757143,"wqbmhnut  "
"9893","NH4F","05/10/2016",0.02975,"wqbmhnut  "
"9894","NH4F","05/11/2016",0.027,"wqbmhnut  "
"9895","NH4F","06/13/2016",0.01214286,"wqbmhnut  "
"9896","NH4F","06/14/2016",0.01085714,"wqbmhnut  "
"9897","NH4F","07/12/2016",0.007,"wqbmhnut  "
"9898","NH4F","07/13/2016",0.0102,"wqbmhnut  "
"9899","NH4F","08/09/2016",0.004444444,"wqbmhnut  "
"9900","NH4F","08/10/2016",0.0032,"wqbmhnut  "
"9901","NH4F","09/07/2016",0.015,"wqbmhnut  "
"9902","NH4F","09/08/2016",0.0176,"wqbmhnut  "
"9903","NH4F","10/11/2016",0.02225,"wqbmhnut  "
"9904","NH4F","10/12/2016",0.0175,"wqbmhnut  "
"9905","NH4F","11/08/2016",0.01055556,"wqbmhnut  "
"9906","NH4F","11/09/2016",0.0106,"wqbmhnut  "
"9907","NH4F","12/06/2016",0.008142857,"wqbmhnut  "
"9908","NH4F","12/07/2016",0.005714286,"wqbmhnut  "
"9909","NO23F","01/05/2016",0.009375,"wqbmhnut  "
"9910","NO23F","01/06/2016",0.01316667,"wqbmhnut  "
"9911","NO23F","02/02/2016",0.01533333,"wqbmhnut  "
"9912","NO23F","02/03/2016",0.0098,"wqbmhnut  "
"9913","NO23F","03/01/2016",0.02166667,"wqbmhnut  "
"9914","NO23F","03/02/2016",0.0012,"wqbmhnut  "
"9915","NO23F","04/12/2016",0.01571429,"wqbmhnut  "
"9916","NO23F","04/13/2016",0.02471429,"wqbmhnut  "
"9917","NO23F","05/10/2016",0.016875,"wqbmhnut  "
"9918","NO23F","05/11/2016",0.02116667,"wqbmhnut  "
"9919","NO23F","06/13/2016",0.004285714,"wqbmhnut  "
"9920","NO23F","06/14/2016",0.005857143,"wqbmhnut  "
"9921","NO23F","07/12/2016",0.01511111,"wqbmhnut  "
"9922","NO23F","07/13/2016",0.0106,"wqbmhnut  "
"9923","NO23F","08/09/2016",0.008,"wqbmhnut  "
"9924","NO23F","08/10/2016",0.007,"wqbmhnut  "
"9925","NO23F","09/07/2016",0.02222222,"wqbmhnut  "
"9926","NO23F","09/08/2016",0.0136,"wqbmhnut  "
"9927","NO23F","10/11/2016",0.01025,"wqbmhnut  "
"9928","NO23F","10/12/2016",0.0105,"wqbmhnut  "
"9929","NO23F","11/08/2016",0.008333333,"wqbmhnut  "
"9930","NO23F","11/09/2016",0.007,"wqbmhnut  "
"9931","NO23F","12/06/2016",0.009285714,"wqbmhnut  "
"9932","NO23F","12/07/2016",0.005428571,"wqbmhnut  "
"9933","PO4F","01/05/2016",0.015375,"wqbmhnut  "
"9934","PO4F","01/06/2016",0.01483333,"wqbmhnut  "
"9935","PO4F","02/02/2016",0.009777778,"wqbmhnut  "
"9936","PO4F","02/03/2016",0.0096,"wqbmhnut  "
"9937","PO4F","03/01/2016",0.006333333,"wqbmhnut  "
"9938","PO4F","03/02/2016",0.0068,"wqbmhnut  "
"9939","PO4F","04/12/2016",0.004714286,"wqbmhnut  "
"9940","PO4F","04/13/2016",0.005142857,"wqbmhnut  "
"9941","PO4F","05/10/2016",0.007,"wqbmhnut  "
"9942","PO4F","05/11/2016",0.007,"wqbmhnut  "
"9943","PO4F","06/13/2016",0.005857143,"wqbmhnut  "
"9944","PO4F","06/14/2016",0.006714286,"wqbmhnut  "
"9945","PO4F","07/12/2016",0.01444444,"wqbmhnut  "
"9946","PO4F","07/13/2016",0.0164,"wqbmhnut  "
"9947","PO4F","08/09/2016",0.01777778,"wqbmhnut  "
"9948","PO4F","08/10/2016",0.0194,"wqbmhnut  "
"9949","PO4F","09/07/2016",0.01488889,"wqbmhnut  "
"9950","PO4F","09/08/2016",0.0176,"wqbmhnut  "
"9951","PO4F","10/11/2016",0.02125,"wqbmhnut  "
"9952","PO4F","10/12/2016",0.02066667,"wqbmhnut  "
"9953","PO4F","11/08/2016",0.01777778,"wqbmhnut  "
"9954","PO4F","11/09/2016",0.0184,"wqbmhnut  "
"9955","PO4F","12/06/2016",0.01742857,"wqbmhnut  "
"9956","PO4F","12/07/2016",0.017,"wqbmhnut  "
"9957","CHLA_N","01/03/2017",3.828571,"wqbmhnut  "
"9958","CHLA_N","01/04/2017",3.371429,"wqbmhnut  "
"9959","CHLA_N","02/06/2017",2.7875,"wqbmhnut  "
"9960","CHLA_N","02/07/2017",2.516667,"wqbmhnut  "
"9961","CHLA_N","03/06/2017",2.133333,"wqbmhnut  "
"9962","CHLA_N","03/07/2017",1.88,"wqbmhnut  "
"9963","CHLA_N","04/18/2017",3.966667,"wqbmhnut  "
"9964","CHLA_N","04/19/2017",3.86,"wqbmhnut  "
"9965","CHLA_N","05/16/2017",2.575,"wqbmhnut  "
"9966","CHLA_N","05/17/2017",2.65,"wqbmhnut  "
"9967","CHLA_N","06/19/2017",7.9,"wqbmhnut  "
"9968","CHLA_N","06/20/2017",6.914286,"wqbmhnut  "
"9969","CHLA_N","07/17/2017",5.7,"wqbmhnut  "
"9970","CHLA_N","07/18/2017",4.22,"wqbmhnut  "
"9971","CHLA_N","08/01/2017",3.266667,"wqbmhnut  "
"9972","CHLA_N","08/02/2017",3.7125,"wqbmhnut  "
"9973","CHLA_N","09/25/2017",3.68,"wqbmhnut  "
"9974","CHLA_N","09/26/2017",3.325,"wqbmhnut  "
"9975","CHLA_N","10/10/2017",2.2875,"wqbmhnut  "
"9976","CHLA_N","10/11/2017",2.016667,"wqbmhnut  "
"9977","CHLA_N","11/13/2017",1.75,"wqbmhnut  "
"9978","CHLA_N","11/14/2017",1.575,"wqbmhnut  "
"9979","CHLA_N","12/12/2017",2.05,"wqbmhnut  "
"9980","CHLA_N","12/13/2017",1.6,"wqbmhnut  "
"9981","NH4F","01/03/2017",0.005814286,"wqbmhnut  "
