"","date","Variable","mean_daily","station"
"3218",2015-08-18,"NO23F",0.013,"welinnut  "
"3219",2015-08-18,"PO4F",0.0106666666666667,"welinnut  "
"3220",2015-09-15,"CHLA_N",0.65,"welinnut  "
"3221",2015-09-15,"NH4F",0.0375,"welinnut  "
"3222",2015-09-15,"NO23F",0.012,"welinnut  "
"3223",2015-09-15,"PO4F",0.008,"welinnut  "
"3224",2015-09-16,"CHLA_N",0.85,"welinnut  "
"3225",2015-09-16,"NH4F",0.0346666666666667,"welinnut  "
"3226",2015-09-16,"NO23F",0.006,"welinnut  "
"3227",2015-09-16,"PO4F",0.009,"welinnut  "
"3228",2015-10-22,"CHLA_N",0.966666666666667,"welinnut  "
"3229",2015-10-22,"NH4F",0.014,"welinnut  "
"3230",2015-10-22,"NO23F",0.036,"welinnut  "
"3231",2015-10-22,"PO4F",0.0113333333333333,"welinnut  "
"3232",2015-10-23,"CHLA_N",0.4,"welinnut  "
"3233",2015-10-23,"NH4F",0.015,"welinnut  "
"3234",2015-10-23,"NO23F",0.0443333333333333,"welinnut  "
"3235",2015-10-23,"PO4F",0.0135,"welinnut  "
"3236",2015-11-18,"CHLA_N",0.9,"welinnut  "
"3237",2015-11-18,"NH4F",0.0345,"welinnut  "
"3238",2015-11-18,"NO23F",0.062,"welinnut  "
"3239",2015-11-18,"PO4F",0.016,"welinnut  "
"3240",2015-11-19,"CHLA_N",0.8,"welinnut  "
"3241",2015-11-19,"NH4F",0.0266666666666667,"welinnut  "
"3242",2015-11-19,"NO23F",0.0545,"welinnut  "
"3243",2015-11-19,"PO4F",0.015,"welinnut  "
"3244",2015-12-14,"NO23F",0.0645,"welinnut  "
"3245",2015-12-15,"NO23F",0.073625,"welinnut  "
"3246",2016-01-26,"NH4F",0.015,"welinnut  "
"3247",2016-01-26,"NO23F",0.1135,"welinnut  "
"3248",2016-01-26,"PO4F",0.02,"welinnut  "
"3249",2016-01-27,"NH4F",0.0225,"welinnut  "
"3250",2016-01-27,"NO23F",0.147666666666667,"welinnut  "
"3251",2016-01-27,"PO4F",0.0253333333333333,"welinnut  "
"3252",2016-02-22,"NH4F",0.022,"welinnut  "
"3253",2016-02-22,"NO23F",0.122,"welinnut  "
"3254",2016-02-22,"PO4F",0.0215,"welinnut  "
"3255",2016-02-23,"NH4F",0.0196666666666667,"welinnut  "
"3256",2016-02-23,"NO23F",0.1375,"welinnut  "
"3257",2016-02-23,"PO4F",0.0213333333333333,"welinnut  "
"3258",2016-03-28,"NH4F",0.0205,"welinnut  "
"3259",2016-03-28,"NO23F",0.1,"welinnut  "
"3260",2016-03-28,"PO4F",0.0155,"welinnut  "
"3261",2016-03-29,"NH4F",0.013,"welinnut  "
"3262",2016-03-29,"NO23F",0.0935,"welinnut  "
"3263",2016-03-29,"PO4F",0.0175,"welinnut  "
"3264",2016-04-19,"NH4F",0.0135,"welinnut  "
"3265",2016-04-19,"NO23F",0.043,"welinnut  "
"3266",2016-04-19,"PO4F",0.00933333333333333,"welinnut  "
"3267",2016-04-20,"NH4F",0.016,"welinnut  "
"3268",2016-04-20,"NO23F",0.037,"welinnut  "
"3269",2016-04-20,"PO4F",0.01,"welinnut  "
"3270",2016-05-18,"NH4F",0.0225,"welinnut  "
"3271",2016-05-18,"NO23F",0.08,"welinnut  "
"3272",2016-05-18,"PO4F",0.017,"welinnut  "
"3273",2016-05-19,"NH4F",0.022,"welinnut  "
"3274",2016-05-19,"NO23F",0.081,"welinnut  "
"3275",2016-05-19,"PO4F",0.0145,"welinnut  "
"3276",2016-06-15,"NH4F",0.0145,"welinnut  "
"3277",2016-06-15,"NO23F",0.018,"welinnut  "
"3278",2016-06-15,"PO4F",0.0045,"welinnut  "
"3279",2016-06-16,"NH4F",0.013,"welinnut  "
"3280",2016-06-16,"NO23F",0.012,"welinnut  "
"3281",2016-06-16,"PO4F",0.00766666666666667,"welinnut  "
"3282",2016-07-18,"NH4F",0.01,"welinnut  "
"3283",2016-07-18,"NO23F",0.01,"welinnut  "
"3284",2016-07-18,"PO4F",0.009,"welinnut  "
"3285",2016-07-19,"NH4F",0.0206666666666667,"welinnut  "
"3286",2016-07-19,"PO4F",0.013,"welinnut  "
"3287",2016-08-16,"NH4F",0.0185,"welinnut  "
"3288",2016-08-16,"PO4F",0.005,"welinnut  "
"3289",2016-08-17,"NH4F",0.0195,"welinnut  "
"3290",2016-08-17,"NO23F",0.009,"welinnut  "
"3291",2016-08-17,"PO4F",0.0135,"welinnut  "
"3292",2016-09-19,"NH4F",0.0146666666666667,"welinnut  "
"3293",2016-09-19,"NO23F",0.0725,"welinnut  "
"3294",2016-09-19,"PO4F",0.02,"welinnut  "
"3295",2016-09-20,"NH4F",0.03,"welinnut  "
"3296",2016-09-20,"NO23F",0.0376666666666667,"welinnut  "
"3297",2016-09-20,"PO4F",0.0215,"welinnut  "
"3298",2016-10-26,"NH4F",0.0265,"welinnut  "
"3299",2016-10-26,"NO23F",0.1295,"welinnut  "
"3300",2016-10-26,"PO4F",0.0206666666666667,"welinnut  "
"3301",2016-10-27,"NH4F",0.029,"welinnut  "
"3302",2016-10-27,"NO23F",0.107666666666667,"welinnut  "
"3303",2016-10-27,"PO4F",0.022,"welinnut  "
"3304",2016-11-18,"NH4F",0.0165,"welinnut  "
"3305",2016-11-18,"NO23F",0.095,"welinnut  "
"3306",2016-11-18,"PO4F",0.011,"welinnut  "
"3307",2016-11-19,"NH4F",0.0193333333333333,"welinnut  "
"3308",2016-11-19,"NO23F",0.086,"welinnut  "
"3309",2016-11-19,"PO4F",0.0143333333333333,"welinnut  "
"3310",2016-12-14,"NH4F",0.014,"welinnut  "
"3311",2016-12-14,"NO23F",0.082,"welinnut  "
"3312",2016-12-14,"PO4F",0.013,"welinnut  "
"3313",2016-12-15,"NH4F",0.0176666666666667,"welinnut  "
"3314",2016-12-15,"NO23F",0.0783333333333333,"welinnut  "
"3315",2016-12-15,"PO4F",0.0135,"welinnut  "
"3316",2017-01-25,"CHLA_N",2,"welinnut  "
"3317",2017-01-25,"NH4F",0.022,"welinnut  "
"3318",2017-01-25,"NO23F",0.0895,"welinnut  "
"3319",2017-01-25,"PO4F",0.0105,"welinnut  "
"3320",2017-01-26,"CHLA_N",1.53333333333333,"welinnut  "
"3321",2017-01-26,"NH4F",0.032,"welinnut  "
"3322",2017-01-26,"NO23F",0.092,"welinnut  "
"3323",2017-01-26,"PO4F",0.0143333333333333,"welinnut  "
"3324",2017-02-21,"CHLA_N",0.35,"welinnut  "
"3325",2017-02-21,"NH4F",0.017,"welinnut  "
"3326",2017-02-21,"NO23F",0.119,"welinnut  "
"3327",2017-02-21,"PO4F",0.015,"welinnut  "
"3328",2017-02-22,"CHLA_N",0.4,"welinnut  "
"3329",2017-02-22,"NH4F",0.017,"welinnut  "
"3330",2017-02-22,"NO23F",0.1155,"welinnut  "
"3331",2017-02-22,"PO4F",0.0146666666666667,"welinnut  "
"3332",2017-03-20,"CHLA_N",0.35,"welinnut  "
"3333",2017-03-20,"NO23F",0.0885,"welinnut  "
"3334",2017-03-20,"PO4F",0.0115,"welinnut  "
"3335",2017-03-21,"CHLA_N",0.5,"welinnut  "
"3336",2017-03-21,"NH4F",0.006,"welinnut  "
"3337",2017-03-21,"NO23F",0.083,"welinnut  "
"3338",2017-03-21,"PO4F",0.0105,"welinnut  "
"3339",2017-04-24,"CHLA_N",1.96666666666667,"welinnut  "
"3340",2017-04-24,"NH4F",0.008,"welinnut  "
"3341",2017-04-24,"NO23F",0.007,"welinnut  "
"3342",2017-04-25,"CHLA_N",1.55,"welinnut  "
"3343",2017-04-25,"NH4F",0.0095,"welinnut  "
"3344",2017-04-25,"NO23F",0.0133333333333333,"welinnut  "
"3345",2017-05-22,"CHLA_N",1.2,"welinnut  "
"3346",2017-05-22,"NH4F",0.0135,"welinnut  "
"3347",2017-05-22,"NO23F",0.016,"welinnut  "
"3348",2017-05-23,"CHLA_N",1.13333333333333,"welinnut  "
"3349",2017-05-23,"NO23F",0.0225,"welinnut  "
"3350",2017-06-22,"CHLA_N",2.1,"welinnut  "
"3351",2017-06-22,"NH4F",0.017,"welinnut  "
"3352",2017-06-22,"NO23F",0.035,"welinnut  "
"3353",2017-06-22,"PO4F",0.009,"welinnut  "
"3354",2017-06-23,"CHLA_N",1.9,"welinnut  "
"3355",2017-06-23,"NH4F",0.011,"welinnut  "
"3356",2017-06-23,"NO23F",0.015,"welinnut  "
"3357",2017-06-23,"PO4F",0.009,"welinnut  "
"3358",2017-07-24,"CHLA_N",0.933333333333333,"welinnut  "
"3359",2017-07-24,"NH4F",0.015,"welinnut  "
"3360",2017-07-24,"NO23F",0.016,"welinnut  "
"3361",2017-07-24,"PO4F",0.006,"welinnut  "
"3362",2017-07-25,"CHLA_N",1,"welinnut  "
"3363",2017-07-25,"NH4F",0.017,"welinnut  "
"3364",2017-07-25,"NO23F",0.0173333333333333,"welinnut  "
"3365",2017-07-25,"PO4F",0.008,"welinnut  "
"3366",2017-08-23,"PO4F",0.008,"welinnut  "
"3367",2017-08-24,"NH4F",0.018,"welinnut  "
"3368",2017-08-24,"PO4F",0.011,"welinnut  "
"3369",2017-09-20,"NH4F",0.007,"welinnut  "
"3370",2017-09-20,"NO23F",0.00933333333333333,"welinnut  "
"3371",2017-09-20,"PO4F",0.007,"welinnut  "
"3372",2017-09-21,"NH4F",0.014,"welinnut  "
"3373",2017-09-21,"PO4F",0.007,"welinnut  "
"3374",2017-10-26,"CHLA_N",0.9,"welinnut  "
"3375",2017-10-26,"NH4F",0.028,"welinnut  "
"3376",2017-10-26,"NO23F",0.0155,"welinnut  "
"3377",2017-10-26,"PO4F",0.013,"welinnut  "
"3378",2017-10-27,"CHLA_N",0.65,"welinnut  "
"3379",2017-10-27,"NH4F",0.0365,"welinnut  "
"3380",2017-10-27,"NO23F",0.0823333333333333,"welinnut  "
"3381",2017-10-27,"PO4F",0.023,"welinnut  "
"3382",2017-11-27,"CHLA_N",0.3,"welinnut  "
"3383",2017-11-27,"NH4F",0.0185,"welinnut  "
"3384",2017-11-27,"NO23F",0.132,"welinnut  "
"3385",2017-11-27,"PO4F",0.0275,"welinnut  "
"3386",2017-11-28,"NH4F",0.021,"welinnut  "
"3387",2017-11-28,"NO23F",0.162,"welinnut  "
"3388",2017-11-28,"PO4F",0.029,"welinnut  "
"3389",2017-12-13,"CHLA_N",0.2,"welinnut  "
"3390",2017-12-13,"NO23F",0.1315,"welinnut  "
"3391",2017-12-13,"PO4F",0.024,"welinnut  "
"3392",2017-12-14,"CHLA_N",0.2,"welinnut  "
"3393",2017-12-14,"NH4F",0.01,"welinnut  "
"3394",2017-12-14,"NO23F",0.135,"welinnut  "
"3395",2017-12-14,"PO4F",0.026,"welinnut  "
"3396",2018-01-29,"NH4F",0.0155,"welinnut  "
"3397",2018-01-29,"NO23F",0.092,"welinnut  "
"3398",2018-01-29,"PO4F",0.0196666666666667,"welinnut  "
"3399",2018-01-30,"CHLA_N",0.2,"welinnut  "
"3400",2018-01-30,"NH4F",0.018,"welinnut  "
"3401",2018-01-30,"NO23F",0.1155,"welinnut  "
"3402",2018-01-30,"PO4F",0.018,"welinnut  "
"3403",2018-01-31,"NO23F",0.122,"welinnut  "
"3404",2018-01-31,"PO4F",0.022,"welinnut  "
"3405",2018-02-27,"CHLA_N",0.2,"welinnut  "
"3406",2018-02-27,"NO23F",0.0975,"welinnut  "
"3407",2018-02-27,"PO4F",0.0185,"welinnut  "
"3408",2018-02-28,"NO23F",0.1085,"welinnut  "
"3409",2018-02-28,"PO4F",0.0206666666666667,"welinnut  "
"3410",2018-04-23,"CHLA_N",0.2,"welinnut  "
"3411",2018-04-23,"NO23F",0.011,"welinnut  "
"3412",2018-04-23,"PO4F",0.0055,"welinnut  "
"3413",2018-04-24,"CHLA_N",0.2,"welinnut  "
"3414",2018-04-24,"NO23F",0.015,"welinnut  "
"3415",2018-04-24,"PO4F",0.006,"welinnut  "
"3416",2018-05-15,"CHLA_N",0.233333333333333,"welinnut  "
"3417",2018-05-15,"NH4F",0.012,"welinnut  "
"3418",2018-05-15,"NO23F",0.024,"welinnut  "
"3419",2018-05-15,"PO4F",0.00566666666666667,"welinnut  "
"3420",2018-05-16,"CHLA_N",0.2,"welinnut  "
"3421",2018-05-16,"NH4F",0.0195,"welinnut  "
"3422",2018-05-16,"NO23F",0.02,"welinnut  "
"3423",2018-05-16,"PO4F",0.007,"welinnut  "
"3424",2018-06-18,"CHLA_N",0.45,"welinnut  "
"3425",2018-06-18,"NH4F",0.012,"welinnut  "
"3426",2018-06-18,"NO23F",0.012,"welinnut  "
"3427",2018-06-18,"PO4F",0.0035,"welinnut  "
"3428",2018-06-19,"CHLA_N",0.566666666666667,"welinnut  "
"3429",2018-06-19,"NH4F",0.016,"welinnut  "
"3430",2018-06-19,"NO23F",0.0145,"welinnut  "
"3431",2018-06-19,"PO4F",0.0065,"welinnut  "
"3432",2018-07-16,"CHLA_N",0.6,"welinnut  "
"3433",2018-07-16,"NH4F",0.014,"welinnut  "
"3434",2018-07-16,"NO23F",0.0065,"welinnut  "
"3435",2018-07-16,"PO4F",0.011,"welinnut  "
"3436",2018-07-17,"CHLA_N",0.8,"welinnut  "
"3437",2018-07-17,"NH4F",0.0516666666666667,"welinnut  "
"3438",2018-07-17,"NO23F",0.0245,"welinnut  "
"3439",2018-07-17,"PO4F",0.013,"welinnut  "
"3440",2018-08-20,"CHLA_N",0.8,"welinnut  "
"3441",2018-08-20,"NH4F",0.034,"welinnut  "
"3442",2018-08-20,"NO23F",0.0235,"welinnut  "
"3443",2018-08-20,"PO4F",0.0123333333333333,"welinnut  "
"3444",2018-08-21,"CHLA_N",0.4,"welinnut  "
"3445",2018-08-21,"NH4F",0.038,"welinnut  "
"3446",2018-08-21,"NO23F",0.033,"welinnut  "
"3447",2018-08-21,"PO4F",0.014,"welinnut  "
"3448",2018-09-23,"CHLA_N",1.25,"welinnut  "
"3449",2018-09-23,"NH4F",0.028,"welinnut  "
"3450",2018-09-23,"NO23F",0.028,"welinnut  "
"3451",2018-09-23,"PO4F",0.014,"welinnut  "
"3452",2018-09-24,"CHLA_N",1.53333333333333,"welinnut  "
"3453",2018-09-24,"NH4F",0.024,"welinnut  "
"3454",2018-09-24,"NO23F",0.029,"welinnut  "
"3455",2018-09-24,"PO4F",0.0126666666666667,"welinnut  "
"3456",2018-10-15,"CHLA_N",0.3,"welinnut  "
"3457",2018-10-15,"NH4F",0.0175,"welinnut  "
"3458",2018-10-15,"NO23F",0.0406666666666667,"welinnut  "
"3459",2018-10-15,"PO4F",0.015,"welinnut  "
"3460",2018-10-16,"CHLA_N",0.2,"welinnut  "
"3461",2018-10-16,"NH4F",0.0366666666666667,"welinnut  "
"3462",2018-10-16,"NO23F",0.067,"welinnut  "
"3463",2018-10-16,"PO4F",0.02,"welinnut  "
"3464",2018-11-28,"CHLA_N",0.466666666666667,"welinnut  "
"3465",2018-11-28,"NH4F",0.014,"welinnut  "
"3466",2018-11-28,"NO23F",0.1275,"welinnut  "
"3467",2018-11-28,"PO4F",0.02,"welinnut  "
"3468",2018-11-29,"CHLA_N",0.3,"welinnut  "
"3469",2018-11-29,"NH4F",0.01,"welinnut  "
"3470",2018-11-29,"NO23F",0.134666666666667,"welinnut  "
"3471",2018-11-29,"PO4F",0.021,"welinnut  "
"3472",2018-12-17,"CHLA_N",0.2,"welinnut  "
"3473",2018-12-17,"NO23F",0.1195,"welinnut  "
"3474",2018-12-17,"PO4F",0.0185,"welinnut  "
"3475",2018-12-18,"CHLA_N",0.2,"welinnut  "
"3476",2018-12-18,"NH4F",0.065,"welinnut  "
"3477",2018-12-18,"NO23F",0.1135,"welinnut  "
"3478",2018-12-18,"PO4F",0.0183333333333333,"welinnut  "
"3479",2019-02-26,"CHLA_N",0.24,"welinnut  "
"3480",2019-02-26,"NH4F",0.0695,"welinnut  "
"3481",2019-02-26,"NO23F",0.1015,"welinnut  "
"3482",2019-02-26,"PO4F",0.012,"welinnut  "
"3483",2019-02-27,"CHLA_N",0.27,"welinnut  "
"3484",2019-02-27,"NO23F",0.109,"welinnut  "
"3485",2019-02-27,"PO4F",0.013,"welinnut  "
"3486",2019-03-27,"CHLA_N",0.15,"welinnut  "
"3487",2019-03-27,"NH4F",0.025,"welinnut  "
"3488",2019-03-27,"NO23F",0.071,"welinnut  "
"3489",2019-03-27,"PO4F",0.0125,"welinnut  "
"3490",2019-03-28,"CHLA_N",0.15,"welinnut  "
"3491",2019-03-28,"NH4F",0.023,"welinnut  "
"3492",2019-03-28,"NO23F",0.0635,"welinnut  "
"3493",2019-03-28,"PO4F",0.0126666666666667,"welinnut  "
"3494",2019-04-23,"CHLA_N",0.12,"welinnut  "
"3495",2019-04-23,"NH4F",0.008,"welinnut  "
"3496",2019-04-23,"NO23F",0.058,"welinnut  "
"3497",2019-04-23,"PO4F",0.0095,"welinnut  "
"3498",2019-04-24,"CHLA_N",0.25,"welinnut  "
"3499",2019-04-24,"NH4F",0.0113333333333333,"welinnut  "
"3500",2019-04-24,"NO23F",0.055,"welinnut  "
"3501",2019-04-24,"PO4F",0.0075,"welinnut  "
"3502",2019-05-21,"CHLA_N",5,"welinnut  "
"3503",2019-05-22,"CHLA_N",2.53,"welinnut  "
"3504",2019-06-18,"CHLA_N",0.91,"welinnut  "
"3505",2019-06-18,"PO4F",0.004,"welinnut  "
"3506",2019-06-19,"CHLA_N",1.37333333333333,"welinnut  "
"3507",2019-06-19,"NH4F",0.013,"welinnut  "
"3508",2019-06-19,"PO4F",0.0035,"welinnut  "
"3509",2019-07-15,"CHLA_N",1.335,"welinnut  "
"3510",2019-07-15,"PO4F",0.005,"welinnut  "
"3511",2019-07-16,"CHLA_N",0.755,"welinnut  "
"3512",2019-07-16,"PO4F",0.0065,"welinnut  "
"3513",2019-08-20,"CHLA_N",2.86,"welinnut  "
"3514",2019-08-20,"NH4F",0.036,"welinnut  "
"3515",2019-08-20,"PO4F",0.007,"welinnut  "
"3516",2019-08-21,"CHLA_N",2.425,"welinnut  "
"3517",2019-08-21,"NH4F",0.022,"welinnut  "
"3518",2019-08-21,"PO4F",0.007,"welinnut  "
"3519",2019-09-16,"CHLA_N",1.44,"welinnut  "
"3520",2019-09-16,"NH4F",0.012,"welinnut  "
"3521",2019-09-16,"PO4F",0.0125,"welinnut  "
"3522",2019-09-17,"CHLA_N",1.755,"welinnut  "
"3523",2019-09-17,"NH4F",0.041,"welinnut  "
"3524",2019-09-17,"PO4F",0.00866666666666667,"welinnut  "
"3525",2019-10-28,"CHLA_N",0.4,"welinnut  "
"3526",2019-10-28,"NH4F",0.008,"welinnut  "
"3527",2019-10-28,"PO4F",0.0075,"welinnut  "
"3528",2019-10-29,"CHLA_N",0.92,"welinnut  "
"3529",2019-10-29,"NH4F",0.0136666666666667,"welinnut  "
"3530",2019-10-29,"PO4F",0.009,"welinnut  "
"3531",2019-11-20,"CHLA_N",0.973333333333333,"welinnut  "
"3532",2019-11-20,"NO23F",0.1055,"welinnut  "
"3533",2019-11-20,"PO4F",0.012,"welinnut  "
"3534",2019-11-21,"CHLA_N",0.865,"welinnut  "
"3535",2019-11-21,"NH4F",0.008,"welinnut  "
"3536",2019-11-21,"NO23F",0.1235,"welinnut  "
"3537",2019-11-21,"PO4F",0.016,"welinnut  "
"3538",2019-12-11,"CHLA_N",0.42,"welinnut  "
"3539",2019-12-11,"NH4F",0.024,"welinnut  "
"3540",2019-12-11,"NO23F",0.129,"welinnut  "
"3541",2019-12-11,"PO4F",0.018,"welinnut  "
"3542",2019-12-12,"CHLA_N",0.375,"welinnut  "
"3543",2019-12-12,"NH4F",0.026,"welinnut  "
"3544",2019-12-12,"NO23F",0.1395,"welinnut  "
"3545",2019-12-12,"PO4F",0.018,"welinnut  "
"3546",2007-05-16,"PO4F",0.0103,"wellmnut  "
"3547",2007-06-14,"PO4F",0.01065,"wellmnut  "
"3548",2007-07-12,"PO4F",0.0127,"wellmnut  "
"3549",2007-08-22,"CHLA_N",0.6,"wellmnut  "
"3550",2007-08-22,"NH4F",0.0554,"wellmnut  "
"3551",2007-09-19,"NH4F",0.0285,"wellmnut  "
"3552",2007-09-19,"NO23F",0.0283,"wellmnut  "
"3553",2007-10-16,"CHLA_N",0.6,"wellmnut  "
"3554",2007-10-16,"NO23F",0.0152,"wellmnut  "
"3555",2007-10-16,"PO4F",0.0053,"wellmnut  "
"3556",2007-11-20,"CHLA_N",0.2,"wellmnut  "
"3557",2007-11-20,"NH4F",0.0625,"wellmnut  "
"3558",2007-11-20,"PO4F",0.0052,"wellmnut  "
"3559",2008-04-17,"CHLA_N",0.4,"wellmnut  "
"3560",2008-05-22,"CHLA_N",0.4,"wellmnut  "
"3561",2008-06-18,"NH4F",0.0222,"wellmnut  "
"3562",2008-06-18,"NO23F",0.0129,"wellmnut  "
"3563",2008-07-17,"CHLA_N",0.8,"wellmnut  "
"3564",2008-07-17,"PO4F",0.0038,"wellmnut  "
"3565",2008-08-13,"CHLA_N",0.9,"wellmnut  "
"3566",2008-08-13,"PO4F",0.0022,"wellmnut  "
"3567",2008-09-12,"NH4F",0.0239,"wellmnut  "
"3568",2008-10-17,"CHLA_N",0.3,"wellmnut  "
"3569",2008-10-17,"NO23F",0.0267,"wellmnut  "
"3570",2008-11-19,"CHLA_N",0.2,"wellmnut  "
"3571",2009-04-17,"CHLA_N",0.3,"wellmnut  "
"3572",2009-04-17,"NO23F",0.126,"wellmnut  "
"3573",2009-05-19,"CHLA_N",0.5,"wellmnut  "
"3574",2009-06-18,"NO23F",0.074,"wellmnut  "
"3575",2009-07-16,"CHLA_N",0.3,"wellmnut  "
"3576",2009-07-16,"NO23F",0.12,"wellmnut  "
"3577",2009-08-13,"CHLA_N",0.6,"wellmnut  "
"3578",2009-09-22,"NO23F",0.092,"wellmnut  "
"3579",2009-10-16,"CHLA_N",0.5,"wellmnut  "
"3580",2009-10-16,"NO23F",0.016,"wellmnut  "
"3581",2009-10-16,"PO4F",0.017,"wellmnut  "
"3582",2009-11-11,"PO4F",0.002,"wellmnut  "
"3583",2010-04-21,"CHLA_N",0.2,"wellmnut  "
"3584",2010-04-21,"NO23F",0.071,"wellmnut  "
"3585",2010-05-21,"CHLA_N",0.3,"wellmnut  "
"3586",2010-05-21,"PO4F",0.002,"wellmnut  "
"3587",2010-06-16,"NO23F",0.094,"wellmnut  "
"3588",2010-07-15,"CHLA_N",0.3,"wellmnut  "
"3589",2010-07-15,"NO23F",0.057,"wellmnut  "
"3590",2010-08-18,"CHLA_N",0.4,"wellmnut  "
"3591",2010-08-18,"NH4F",0.028,"wellmnut  "
"3592",2010-08-18,"PO4F",0.006,"wellmnut  "
"3593",2010-09-16,"NH4F",0.016,"wellmnut  "
"3594",2010-09-16,"NO23F",0.045,"wellmnut  "
"3595",2010-10-14,"CHLA_N",0.6,"wellmnut  "
"3596",2010-10-14,"NO23F",0.022,"wellmnut  "
"3597",2010-10-14,"PO4F",0.002,"wellmnut  "
"3598",2010-11-18,"CHLA_N",0.8,"wellmnut  "
"3599",2011-04-20,"CHLA_N",0.2,"wellmnut  "
"3600",2011-04-20,"NO23F",0.019,"wellmnut  "
"3601",2011-04-20,"PO4F",0.006,"wellmnut  "
"3602",2011-05-25,"CHLA_N",0.3,"wellmnut  "
"3603",2011-06-16,"NH4F",0.015,"wellmnut  "
"3604",2011-06-16,"NO23F",0.021,"wellmnut  "
"3605",2011-07-20,"NO23F",0.051,"wellmnut  "
"3606",2011-07-20,"PO4F",0.002,"wellmnut  "
"3607",2011-08-24,"CHLA_N",0.6,"wellmnut  "
"3608",2011-08-24,"NH4F",0.02,"wellmnut  "
"3609",2011-08-24,"PO4F",0.006,"wellmnut  "
"3610",2011-09-14,"NH4F",0.03,"wellmnut  "
"3611",2011-10-25,"CHLA_N",0.6,"wellmnut  "
"3612",2011-10-25,"NO23F",0.074,"wellmnut  "
"3613",2011-10-25,"PO4F",0.014,"wellmnut  "
"3614",2011-11-17,"CHLA_N",0.6,"wellmnut  "
"3615",2011-12-15,"NH4F",0.022,"wellmnut  "
"3616",2011-12-15,"NO23F",0.139,"wellmnut  "
"3617",2012-03-23,"CHLA_N",1,"wellmnut  "
"3618",2012-03-23,"PO4F",0.007,"wellmnut  "
"3619",2012-04-20,"CHLA_N",1,"wellmnut  "
"3620",2012-05-23,"NH4F",0.018,"wellmnut  "
"3621",2012-05-23,"NO23F",0.013,"wellmnut  "
"3622",2012-06-20,"CHLA_N",1.4,"wellmnut  "
"3623",2012-07-20,"CHLA_N",1.5,"wellmnut  "
"3624",2012-08-15,"NH4F",0.01,"wellmnut  "
"3625",2012-08-15,"NO23F",0.005,"wellmnut  "
"3626",2012-09-13,"CHLA_N",0.3,"wellmnut  "
"3627",2012-10-19,"CHLA_N",0.4,"wellmnut  "
"3628",2012-11-15,"NH4F",0.03,"wellmnut  "
"3629",2012-11-15,"NO23F",0.126,"wellmnut  "
"3630",2012-12-13,"CHLA_N",0.7,"wellmnut  "
"3631",2012-12-13,"NO23F",0.092,"wellmnut  "
"3632",2012-12-13,"PO4F",0.01,"wellmnut  "
"3633",2013-04-19,"NO23F",0.136,"wellmnut  "
"3634",2013-05-17,"CHLA_N",0.22,"wellmnut  "
"3635",2013-05-17,"PO4F",0.005,"wellmnut  "
"3636",2013-06-19,"NO23F",0.043,"wellmnut  "
"3637",2013-07-19,"CHLA_N",1.8,"wellmnut  "
"3638",2013-07-19,"NO23F",0.119,"wellmnut  "
"3639",2013-07-19,"PO4F",0.003,"wellmnut  "
"3640",2013-08-29,"CHLA_N",1.44,"wellmnut  "
"3641",2013-08-29,"NH4F",0.014,"wellmnut  "
"3642",2013-08-29,"PO4F",0.006,"wellmnut  "
"3643",2013-09-26,"NH4F",0.049,"wellmnut  "
"3644",2013-09-26,"NO23F",0.051,"wellmnut  "
"3645",2014-04-18,"NO23F",0.148,"wellmnut  "
"3646",2014-06-18,"NH4F",0.02,"wellmnut  "
"3647",2014-06-18,"NO23F",0.064,"wellmnut  "
"3648",2014-07-18,"CHLA_N",0.7,"wellmnut  "
"3649",2014-07-18,"NO23F",0.104,"wellmnut  "
"3650",2014-08-15,"CHLA_N",0.7,"wellmnut  "
"3651",2014-09-24,"NH4F",0.017,"wellmnut  "
"3652",2014-09-24,"NO23F",0.116,"wellmnut  "
"3653",2014-10-15,"NO23F",0.019,"wellmnut  "
"3654",2014-10-15,"PO4F",0.008,"wellmnut  "
"3655",2014-11-18,"PO4F",0.004,"wellmnut  "
"3656",2014-12-16,"NO23F",0.135,"wellmnut  "
"3657",2015-04-17,"CHLA_N",0.5,"wellmnut  "
"3658",2015-04-17,"PO4F",0.006,"wellmnut  "
"3659",2015-07-22,"CHLA_N",0.5,"wellmnut  "
"3660",2015-07-22,"PO4F",0.007,"wellmnut  "
"3661",2015-08-18,"NH4F",0.029,"wellmnut  "
"3662",2015-09-16,"NH4F",0.024,"wellmnut  "
"3663",2015-09-16,"NO23F",0.042,"wellmnut  "
"3664",2015-10-23,"CHLA_N",0.8,"wellmnut  "
"3665",2015-10-23,"NO23F",0.031,"wellmnut  "
"3666",2015-10-23,"PO4F",0.013,"wellmnut  "
"3667",2015-11-19,"CHLA_N",0.6,"wellmnut  "
"3668",2015-11-19,"NH4F",0.034,"wellmnut  "
"3669",2015-11-19,"PO4F",0.018,"wellmnut  "
"3670",2015-12-15,"NO23F",0.102,"wellmnut  "
"3671",2016-03-29,"NO23F",0.12,"wellmnut  "
"3672",2016-04-20,"PO4F",0.008,"wellmnut  "
"3673",2016-05-19,"NO23F",0.091,"wellmnut  "
"3674",2016-06-16,"NO23F",0.099,"wellmnut  "
"3675",2016-06-16,"PO4F",0.003,"wellmnut  "
"3676",2016-07-19,"NH4F",0.03,"wellmnut  "
